19.246,145.616,6
1.863,127.352,5.8
-20.579,-173.972,6.2
-59.076,-23.557,5.8
11.938,126.427,5.8
-13.405,166.629,6.7
27.357,87.867,5.9
-13.309,166.212,6
-56.452,-27.043,6
-24.563,178.487,5.8
-6.807,108.988,5.9
-2.608,125.952,8.2
54.636,161.703,5.5
-18.697,-177.864,5.6
37.523,73.251,6
-51.84,139.741,6.1
51.251,178.715,8.7
51.639,175.055,6
52.528,172.007,5.7
51.626,175.746,5.8
51.037,177.848,5.9
51.73,173.975,5.9
51.775,173.058,5.7
52.611,172.588,5.7
51.831,174.368,5.7
51.948,173.969,5.6
51.443,179.605,7.3
52.773,171.974,6.5
51.772,174.696,5.6
52.975,171.091,6.4
52.99,170.874,5.8
51.536,175.045,5.8
13.245,-44.922,5.8
51.812,174.206,5.7
51.762,174.841,5.7
52.438,174.321,6.3
51.946,173.84,5.7
51.738,174.566,6
51.487,176.558,5.6
53.008,-162.008,6.4
52.184,175.505,6.2
52.076,172.918,5.6
51.744,175.213,5.7
52.057,174.116,5.7
53.191,-161.859,6.3
51.447,176.469,5.8
51.258,173.393,5.7
52.031,175.411,5.7
51.294,179.092,5.8
55.223,165.426,5.9
-18.718,169.386,5.6
52.815,171.904,6
52.188,172.752,5.8
51.009,179.325,5.8
3.026,125.951,5.9
38.908,142.095,5.7
51.694,176.446,5.7
21.527,143.081,5.6
25.011,94.186,5.6
-7.251,126.715,5.9
51.415,179.358,5.8
-15.343,-172.889,5.8
-25.633,-70.679,7
-5.461,151.98,6.2
51.884,173.072,6.2
6.746,-72.971,5.6
28.133,-112.208,6
-5.377,152.115,5.9
21.104,121.218,5.7
-5.371,152.055,5.5
21.122,121.148,5.6
52.204,173.911,5.7
15.404,-92.623,5.6
38.399,28.226,5.8
-27.145,-177.262,5.6
-5.514,151.819,6.7
53.046,171.308,6.3
-5.487,146.993,5.7
50.928,179.511,5.5
52.39,174.937,5.6
-27.027,-63.214,5.8
52.416,174.239,5.6
-18.425,-132.923,5.6
20.13,121.461,5.8
-29.998,-177.968,6
39.197,23.86,6.1
53.292,-162.331,5.7
36.405,70.724,7.4
22.635,121.117,5.8
40.697,143.032,6.4
52.785,171.821,6
-20.036,-175.89,6.3
-55.857,-26.758,5.7
-1.887,119.836,6
-1.547,126.623,6.3
-15.262,-173.254,6.5
-31.974,-71.573,6.2
-15.382,-173.194,6.2
8.418,126.553,5.7
55.26,161.904,5.8
-32.522,-71.233,7.4
40.687,142.915,6.4
-20.502,-173.701,5.9
50.282,177.959,7.6
38.365,22.405,6.8
9.986,125.896,5.9
15.8,-98.067,5.8
51.865,175.172,5.7
-27.088,-176.046,5.6
37.505,22.067,6.1
44.812,150.871,5.7
36.083,139.968,5.7
-0.463,120.039,6.2
52.192,173.437,6.1
-32.707,-178.207,6
35.047,24.318,6.2
-20.455,-173.621,5.7
-17.857,-178.646,6.5
-13.409,170.376,6.3
-42.692,174.205,5.9
-26.168,178.628,5.7
30.317,138.702,5.6
25.08,122.897,5.6
64.572,-160.375,6
41.46,-127.416,5.9
-59.687,-26.454,6.1
-59.586,-26.372,6.1
34.848,138.332,6
11.451,140.231,5.8
24.409,142.776,6
-1.733,126.568,5.7
54.157,-162.59,5.6
21.045,120.798,6.1
-6.822,129.504,6
35.626,23.425,6.1
1.333,-85.075,5.8
47.288,-122.406,6.7
-5.548,110.332,6
60.35,-146.176,5.6
28.927,128.769,5.8
-32.537,-70.569,5.8
13.683,-89.07,5.9
-24.281,-67.927,5.7
41.801,79.414,6.2
-3.523,137.924,5.7
-6.174,130.358,6.1
-4.131,134.946,5.8
5.268,125.467,5.9
22.336,121.248,6.7
-8.938,159.083,5.6
-6.575,105.311,5.6
-4.819,152.436,5.5
-14.921,167.34,7.7
1.309,126.239,5.7
-21.126,-178.537,6.1
52.149,175.119,6
13.174,124.604,5.9
51.227,178.882,5.8
-55.957,-27.875,6
-7.566,128.578,5.9
-23.54,-179.917,5.7
15.674,-46.712,5.9
-1.649,126.552,5.6
51.884,174.015,5.6
44.608,149.022,7
44.578,148.699,7.2
44.133,149.255,5.5
44.112,149.539,5.6
44.299,149.032,5.7
44.167,149.87,5.6
43.775,149.448,5.7
43.804,149.351,5.7
43.885,149.339,5.5
-20.38,-68.944,5.9
41.705,143.727,6.1
37.718,29.378,5.9
-39.902,45.55,5.6
-38.08,177.442,5.9
-21.025,173.574,6.2
32.052,87.784,5.9
44.505,149.218,5.6
42.973,-126.652,5.5
28.134,55.891,5.9
7.175,123.613,6.3
56.543,-152.948,6.5
7.034,126.25,5.8
-54.437,4.965,5.7
60.281,-141.418,6.5
23.764,121.56,5.9
-5.01,153.06,6
-1.734,126.53,5.8
51.813,176.53,5.7
-63.159,-163.707,6.1
52.99,-167.739,7.8
22.338,101.496,5.9
-22.567,172.939,5.8
38.384,22.545,6.3
46.591,152.467,5.6
-4.408,155.062,6.3
-6.819,105.505,5.7
-28.428,-68.25,5.7
7.74,123.811,6
-9.72,159.888,5.9
7.56,124.247,5.7
53.318,170.365,5.5
1.813,99.276,5.5
41.278,146.682,5.6
51.472,175.894,5.7
-2.335,101.767,5.6
51.05,-171.289,6.8
50.799,-171.607,5.7
51.076,-171.466,5.6
6.789,-72.907,5.6
-32.441,-178.803,5.9
-56.046,157.922,7.3
-7.526,-81.179,5.7
-5.213,151.701,6.5
-15.449,166.98,7.2
-15.67,167.216,5.8
-15.685,167.097,6.9
-15.741,167.26,6
-15.861,167.092,7.6
-15.817,167.399,6.9
-5.36,152.116,6.8
-15.931,167.392,5.9
-15.97,167.439,5.8
-15.995,166.96,6.1
-15.871,166.96,7.4
-16.198,167.607,7.2
-16.801,167.602,6.2
-6.38,148.543,6
-15.819,166.794,6
-11.385,166.332,5.7